num,polygon
1,"[[0.0, 0.0], [0.696257, 4.699739], [4.960835, 5.308965], [4.786771, 1.131419], [3.307224, 1.044387], [1.827676, -0.522193]]"
1,"[[0.0, 0.0], [3.13316, -0.609225], [4.177546, 0.348129], [3.916449, 7.571802], [1.218451, 8.268059], [0.348129, 6.962576]]"
1,"[[0.0, 0.0], [3.220191, 0.261097], [3.481288, 1.827676], [4.003482, 2.436901], [3.916449, 4.612707], [2.959095, 6.701479], [0.087032, 6.440383]]"
1,"[[0.0, 0.0], [3.307224, 0.348129], [3.481288, 13.751088], [5.308965, 13.925152], [5.570061, 15.056571], [4.177546, 15.578765], [2.697999, 15.665797], [1.131419, 12.967799], [0.696257, 8.877285], [-0.348129, 7.310705]]"
1,"[[0.0, 0.0], [0.232028, 10.095735], [-3.829417, 9.863708], [-3.945518, 9.16745], [-6.034291, 9.16745], [-6.034291, 7.774935], [-7.658834, 7.310705], [-8.58712, 6.498347], [-8.355092, 0.928285], [-6.38242, 0.0]]"
1,"[[0.0, 0.0], [2.668929, -1.160313], [5.45396, -2.3208], [9.515405, -1.624543], [10.90792, 0.232202], [11.256049, 4.873804], [9.863534, 6.266318], [8.471018, 6.266318], [7.310705, 5.570061], [5.105831, 5.802263], [2.900958, 6.846649], [-0.232202, 5.454134]]"
1,"[[0.0, 0.0], [0.812184, 7.426806], [1.276415, 10.095735], [-0.46423, 11.024021], [-3.945518, 10.791993], [-8.355092, 7.658834], [-8.123064, 1.276415], [-2.320975, -0.46423]]"
1,"[[0.0, 0.0], [4.409573, -0.63812], [7.658834, 2.959095], [5.802089, 5.512098], [4.873804, 7.949], [-11.488251, 7.368843], [-11.140122, -0.754221]]"
1,"[[0.0, 0.0], [0.115927, 3.481288], [6.034116, 4.177546], [6.962576, 2.552828], [9.747607, 1.856571], [8.935248, 0.580156]]"
1,"[[0.0, 0.0], [0.46423, 6.614447], [-7.542733, 7.194604], [-8.123064, 6.150218], [-7.890861, 2.78503], [-5.91819, 2.552828], [-5.570061, 0.0]]"
1,"[[0.0, 0.0], [-0.464056, 9.863534], [-8.703221, 10.095735], [-9.283377, 8.006963], [-7.194604, 6.962576], [-7.194604, 5.337859], [-8.23899, 3.829417], [-7.774761, 0.928285], [-8.122889, -1.508616], [-1.972672, -1.160487]]"
1,"[[0.0, 0.0], [-5.91819, -0.115927], [-6.730549, -8.471018], [-1.160487, -8.471018], [0.115927, -6.150218]]"
1,"[[0.0, 0.0], [8.122889, 0.232028], [8.819147, 7.310705], [0.812184, 8.006963], [-0.348129, 7.310705]]"
1,"[[0.0, 0.0], [0.232028, 0.696257], [0.464056, 4.177546], [-1.276588, 4.177546], [-2.553002, 3.249261], [-4.873804, 3.249261], [-4.873804, -0.232028]]"
1,"[[0.0, 0.0], [-0.464056, 4.293647], [-4.641602, 4.293647], [-4.757702, 0.580156]]"
1,"[[0.0, 0.0], [-0.115927, 4.293647], [2.553002, 4.293647], [3.13316, 3.481288], [3.13316, 0.812358], [1.856745, -0.348129]]"
1,"[[0.0, 0.0], [-0.232028, 3.017059], [0.0, 4.409573], [2.668929, 4.293647], [3.017059, 0.348129]]"
1,"[[0.0, 0.0], [-1.044387, 1.044387], [-0.232028, 2.78503], [4.525675, 2.668929], [5.686162, 0.580156], [4.525675, 0.116101]]"
1,"[[0.0, 0.0], [-0.232028, 4.409573], [3.597389, 5.105831], [5.570061, 3.945344], [5.91819, 1.624543], [4.177546, 0.232028]]"
1,"[[0.0, 0.0], [-0.928459, 3.481288], [1.508442, 4.409747], [4.293473, 3.481288], [5.105831, 0.348129], [3.945344, 0.348129]]"
1,"[[0.0, 0.0], [0.812184, 5.338033], [0.580156, 11.836379], [3.017059, 14.273281], [6.266318, 14.041253], [6.266318, 6.266318], [7.310705, 1.740644], [6.034116, 1.624543], [5.221932, -1.160487]]"
1,"[[0.0, 0.0], [-0.232028, 6.962576], [4.177546, 4.177546], [4.409573, -0.348129]]"
1,"[[0.0, 0.0], [-0.232202, 2.204874], [-8.703221, 2.204874], [-8.471193, -0.580156]]"
1,"[[0.0, 0.0], [-1.856745, 2.204874], [-1.624717, 7.194604], [-0.116101, 8.355092], [6.730374, 7.194604], [14.62141, 7.890861], [16.245953, 4.177546], [12.880766, 0.580156], [9.399478, -0.928285]]"
1,"[[0.0, 0.0], [-0.115927, 4.873804], [-8.58712, 5.45396], [-11.140122, 7.658834], [-12.184508, 7.310705], [-12.184508, -0.812358], [-5.45396, -0.696257]]"
1,"[[0.0, 0.0], [0.232028, 7.542907], [-1.276588, 10.676066], [-5.454134, 10.676066], [-5.91819, -1.972672]]"
1,"[[0.0, 0.0], [0.0, 1.856745], [-1.624543, 1.624717], [-1.392516, -0.232028]]"
1,"[[0.0, 0.0], [-0.057964, 3.655352], [-2.78503, 3.539252], [-2.727067, -0.174065]]"
1,"[[0.0, 0.0], [0.057964, 4.989731], [7.890861, 5.221932], [12.996867, 2.552828], [11.952481, -1.160487], [7.890861, 0.0]]"
1,"[[0.0, 0.0], [0.580156, -1.392516], [3.365187, 0.0], [8.23899, 0.232028], [7.194604, 1.392516], [5.105831, 2.668929], [4.873804, 4.989731], [-0.232202, 3.945344]]"
1,"[[0.0, 0.0], [0.0, 4.293647], [-5.570061, 4.293647], [-5.106006, 0.232202]]"
1,"[[0.0, 0.0], [0.058138, 6.150218], [-4.35161, 6.266318], [-4.815666, 1.740644], [-2.494865, 1.740644], [-2.610966, 0.0]]"
1,"[[0.0, 0.0], [0.58033, 3.249261], [6.38242, 3.481288], [6.49852, 0.812358], [4.873804, -2.3208], [0.696257, -1.276415]]"
1,"[[0.0, 0.0], [2.146736, 2.78503], [4.003482, 2.436901], [4.35161, 1.392516], [4.119408, -6.034291], [2.610966, -7.891036], [1.914708, -8.006963], [1.682506, -6.150391], [0.057964, -4.757877]]"
1,"[[0.0, 0.0], [-0.116101, -4.873804], [3.597215, -4.873804], [3.713316, 0.0]]"
1,"[[0.0, 0.0], [-1.392516, -0.522193], [-1.508442, -3.075196], [-0.464056, -4.003482], [10.095735, -3.539426], [9.863708, -0.058138]]"
1,"[[0.0, 0.0], [-1.276415, 1.856571], [0.696257, 4.061445], [3.713316, 4.061445], [3.597389, 0.0]]"
1,"[[0.0, 0.0], [-0.232028, 4.061445], [-1.276415, 5.338033], [-5.685988, 3.249261], [-6.266318, 0.46423], [-4.757702, -1.160487]]"
1,"[[0.0, 0.0], [5.221932, -0.46423], [5.106006, -3.597389], [3.481288, -5.570061], [2.901131, -8.58712], [-0.232028, -8.123064], [-0.580156, -4.409573]]"
1,"[[0.0, 0.0], [0.812358, 2.668929], [-4.177546, 3.017059], [-4.293647, 0.115927]]"
1,"[[0.0, 0.0], [0.0, 3.597389], [1.972672, 4.641775], [3.713316, 6.730549], [5.570061, 6.730549], [7.426806, 4.525675], [7.890861, 2.668929], [7.542733, -0.232028]]"
1,"[[0.0, 0.0], [0.232028, 4.409573], [4.989904, 4.525675], [4.757702, 1.392516], [2.3208, 0.0]]"
1,"[[0.0, 0.0], [0.115927, 3.481288], [7.310705, 3.597389], [7.890861, 0.0]]"
1,"[[0.0, 0.0], [0.464056, 3.13316], [-1.160487, 3.829417], [-6.150391, 3.365187], [-4.061619, -0.348129]]"
1,"[[0.0, 0.0], [0.0, 2.552828], [5.221932, 2.78503], [5.686162, 1.392516], [3.945518, -0.348129]]"
1,"[[0.0, 0.0], [-0.232028, 2.088773], [-0.232028, 4.177546], [4.177546, 4.177546], [3.829417, 0.812358]]"
1,"[[0.0, 0.0], [-3.13316, -0.115927], [-3.249261, 2.436901], [1.160487, 2.669103], [1.160487, 0.46423]]"
1,"[[0.0, 0.0], [0.116101, 3.017059], [-0.696257, 4.177546], [-4.293647, 3.481288], [-3.597389, -0.580156]]"
1,"[[0.0, 0.0], [0.297302, 1.651697], [-2.436901, 1.450653], [-2.436901, -0.174065]]"
1,"[[0.0, 0.0], [-0.348129, 2.669103], [-3.829417, 2.204874], [-3.481288, 0.58033], [-2.088773, -0.232028]]"
1,"[[0.0, 0.0], [0.46423, 0.928285], [-0.46423, 1.508442], [-7.310705, 1.392516], [-7.542733, 0.0]]"
1,"[[0.0, 0.0], [0.232028, 3.249261], [1.856571, 4.641775], [4.641602, 4.641775], [4.409573, -0.116101]]"
1,"[[0.0, 0.0], [0.580156, 1.044387], [2.553002, 1.160487], [3.017059, -0.115927], [3.365187, -3.597215], [0.116101, -3.597215]]"
1,"[[0.0, 0.0], [1.624543, -1.508616], [4.177546, -1.508616], [5.802089, 1.740644], [4.989731, 3.249261], [0.232028, 3.249261]]"
1,"[[0.0, 0.0], [0.232202, 4.873804], [-0.580156, 5.686162], [-5.337859, 5.45396], [-5.337859, 1.392516]]"
1,"[[0.0, 0.0], [-0.115927, 2.552828], [2.320975, 3.017059], [5.454134, 2.552828], [6.150391, 0.464056], [2.088773, -0.348129]]"
1,"[[0.0, 0.0], [-0.928285, 0.928459], [-0.928285, 3.829417], [4.061445, 4.757877], [6.150218, 4.061619], [6.266318, 0.928459], [4.989904, -0.232028]]"
1,"[[0.0, 0.0], [-0.812184, 0.696257], [-0.696257, 4.641775], [-0.232028, 6.266318], [5.686162, 6.150391], [6.846649, 2.901131], [6.846649, -0.348129]]"
1,"[[0.0, 0.0], [0.928285, 2.78503], [2.78503, 2.78503], [3.713316, 3.597389], [5.338033, 3.249261], [8.006963, 2.204874], [7.890861, -0.348129]]"
1,"[[0.0, 0.0], [0.0, 3.597389], [0.812358, 4.409573], [3.945518, 4.177546], [4.873804, 3.13316], [4.409573, 0.0]]"
1,"[[0.0, 0.0], [1.624543, 1.508616], [1.392516, 4.061445], [-0.232028, 4.873804], [-6.730549, 4.525675], [-7.426806, 3.597389], [-4.177546, 0.0]]"
1,"[[0.0, 0.0], [0.232202, 3.829417], [6.150391, 4.061445], [6.614447, 1.044387]]"
1,"[[0.0, 0.0], [0.116101, 4.409573], [1.740644, 4.177546], [2.901131, 3.365187], [2.320975, -0.928285]]"
1,"[[0.0, 0.0], [0.0, 3.365361], [2.436901, 3.365361], [3.71349, 1.972846], [2.78503, 0.348129]]"
1,"[[0.0, 0.0], [-0.348129, 1.508442], [3.597389, 1.624543], [3.945518, 0.696257], [2.901131, 0.464056], [3.017232, -0.348129]]"
1,"[[0.0, 0.0], [1.276588, -0.696257], [5.221932, -0.928285], [6.38242, 0.232028], [8.471193, 1.508616], [7.426806, 2.3208], [6.150391, 2.3208], [6.150391, 3.365187], [0.116101, 3.249261], [-0.115927, 1.740644]]"
1,"[[0.0, 0.0], [2.320975, -2.552828], [5.802263, -2.3208], [6.730549, -1.508442], [6.730549, 3.13316], [6.38242, 4.061619], [0.232202, 3.597389]]"
1,"[[0.0, 0.0], [-0.115927, 2.78503], [0.812358, 3.365361], [1.508616, 2.669103], [1.508616, -0.464056]]"
1,"[[0.0, 0.0], [0.580156, 3.13316], [1.740644, 3.945344], [4.061445, 3.597215], [3.365187, -0.232202]]"
1,"[[0.0, 0.0], [0.0, 3.249261], [-0.928285, 4.989904], [0.696257, 5.91819], [5.105831, 6.150391], [5.338033, 1.740644], [4.177546, 1.160487], [4.177546, -0.928285], [0.928285, -0.928285]]"
1,"[[0.0, 0.0], [-0.232028, 2.204874], [4.279026, 2.524108], [3.945518, 1.276588], [3.945518, 0.348129]]"
1,"[[0.0, 0.0], [-0.116101, 2.3208], [-2.78503, 2.088773], [-2.669103, -0.116101]]"
1,"[[0.0, 0.0], [0.580156, 1.856745], [-0.456049, 4.267363], [-8.355092, 3.365187], [-11.488251, 2.78503], [-7.426806, 1.508616], [-2.553002, 1.276415]]"
1,"[[0.0, 0.0], [7.426632, 0.0], [8.006963, 1.624543], [7.310705, 3.365187], [0.0, 3.365187], [-0.696257, 2.088773]]"
1,"[[0.0, 0.0], [-0.336989, 3.230635], [-3.818277, 3.462838], [-3.702176, -0.018451]]"
1,"[[0.0, 0.0], [0.580156, 0.696257], [0.0, 2.552828], [-3.713316, 2.900958], [-3.945518, 0.812184]]"
1,"[[0.0, 0.0], [0.0, 1.624543], [-4.061619, 1.972672], [-4.293647, 0.116101]]"
1,"[[0.0, 0.0], [-0.116101, 4.641602], [-3.017059, 4.641602], [-3.945518, 3.481288], [-3.945518, 1.044387]]"
1,"[[0.0, 0.0], [-1.392516, 1.740644], [1.276588, 3.249261], [8.471193, 2.669103], [7.542907, 0.116101]]"
1,"[[0.0, 0.0], [0.0, 2.900958], [10.559966, 2.552828], [12.416536, 1.044387], [11.836379, 0.115927]]"
1,"[[0.0, 0.0], [0.710705, 2.306179], [5.120452, 2.306179], [4.88825, 0.449609]]"
1,"[[0.0, 0.0], [-0.348129, 2.204874], [-2.901131, 2.204874], [-3.017059, -0.348129]]"
1,"[[0.0, 0.0], [-1.740644, 2.088773], [-13.460923, 2.204874], [-14.389382, 0.46423], [-13.577023, -0.232028]]"
1,"[[0.0, 0.0], [-0.928285, 3.017059], [-5.105831, 3.017059], [-6.382245, 2.204874], [-6.382245, 0.696257], [-3.017059, -0.348129]]"
1,"[[0.0, 0.0], [5.91819, 0.0], [5.91819, 3.017059], [4.757702, 4.061445], [0.928285, 4.061445], [0.0, 3.13316]]"
1,"[[0.0, 0.0], [0.0, 5.45396], [-0.928285, 6.266318], [-2.668929, 5.91819], [-6.962576, 3.249261], [-7.310705, 0.580156]]"
1,"[[0.0, 0.0], [0.232202, 4.177546], [-3.249086, 6.034291], [-5.221932, 4.409747], [-5.221932, -0.464056]]"
1,"[[0.0, 0.0], [0.464056, 2.3208], [1.972672, 3.829417], [5.105831, 3.945518], [4.641602, -0.348129]]"
1,"[[0.0, 0.0], [0.812358, 3.249086], [6.034291, 2.78503], [6.034291, 1.160313], [5.338033, -0.46423]]"
1,"[[0.0, 0.0], [0.696257, 1.972672], [-0.58033, 2.436901], [-6.266318, 2.668929], [-6.150391, -0.348129]]"
1,"[[0.0, 0.0], [0.464056, 3.017059], [3.945344, 3.017059], [3.365187, -0.348129]]"
1,"[[0.0, 0.0], [-0.116101, 2.436901], [2.2047, 2.436901], [2.3208, 0.0]]"
1,"[[0.0, 0.0], [0.348129, 1.972672], [-0.812184, 3.597215], [-2.436901, 2.668929], [-2.668929, 1.624543], [-2.3208, 0.232028]]"
1,"[[0.0, 0.0], [0.46423, 2.78503], [-2.78503, 2.78503], [-2.900958, 1.740644], [-2.436901, 0.0]]"
1,"[[0.0, 0.0], [0.812184, 3.481288], [2.2047, 3.481288], [4.409573, 2.3208], [4.525675, -0.46423]]"
1,"[[0.0, 0.0], [-0.812358, 1.044387], [-0.812358, 4.293647], [3.017059, 4.293647], [3.829417, 1.508616], [3.481288, -0.348129], [2.553002, 0.116101]]"
1,"[[0.0, 0.0], [-0.232202, 10.211837], [-5.221932, 10.095735], [-5.221932, 0.0]]"
1,"[[0.0, 0.0], [6.034291, -0.348129], [6.266318, 6.266318], [0.232028, 6.38242]]"
1,"[[0.0, 0.0], [0.116101, 5.570061], [7.078677, 5.221932], [7.194778, -0.116101]]"
1,"[[0.0, 0.0], [-0.812184, 4.293473], [0.46423, 5.337859], [3.249261, 5.337859], [2.901131, 1.044387]]"
